categoria|status|monto|nog|nit_proveedor|nit_comprador|descripcion|fecha_publicada|modalidad_compra|tipo_ofertas|fecha_presentacion_ofertas|nombre_comprador|unidades|fecha_adjudicada|fecha_cierre_ofertas
Salud e insumos hospitalarios|Terminado adjudicado|Q1,138.39|4820096|22341102|2342855|SET DE MATERIAL DE FIJACION   PRES 2970/2016|03.mayo.2016 Hora:4:12:53 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|05.mayo.2016 Hora:8:00:00 a. m.|HOSPITAL GENERAL DE ACCIDENTES CEIBAL|1|17.junio.2016 Hora:7:39:01 p. m.|05.mayo.2016 Hora:8:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q70,894.29|4946901|7477279|2342855|LISTADO No. 2753-2016 (CODIGO 10375)|30.mayo.2016 Hora:11:19:08 a. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|06.junio.2016 Hora:8:00:00 a. m.|UNIDAD DE CONSULTA EXTERNA DE ENFERMEDADES|1|17.junio.2016 Hora:11:05:06 a. m.|06.junio.2016 Hora:8:30:00 a. m.
1. Textiles, ropa y calzado~2. Otros tipos de bienes o servicios|Terminado adjudicado|Q49,975.00|5020905|17525128|2492334|500 SET DE ROPA DE CAMA TAMAÑO IMPERIAL|14.junio.2016 Hora:11:26:07 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|16.junio.2016 Hora:9:30:00 a. m.|SECRETARIA DE ANÁLISIS E INVESTIGACIÓN ANTINARCÓTICOS -SAIA-|1|17.junio.2016 Hora:10:10:53 a. m.|16.junio.2016 Hora:10:00:00 a. m.
1. Salud e insumos hospitalarios~2. Otros tipos de bienes o servicios|Terminado adjudicado|Q30,178.57|4923154|65538293|2342855|EVENTO 2752/2016. AGUJA PARA BIOPSIA DE HUESO / ASPIRADO DE MÉDULA ÓSEA. No. 8 G X 10 CM. EMPAQUE INDIVIDUAL, ESTÉRIL, DESCARTABLE.|25.mayo.2016 Hora:8:10:22 a. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|27.mayo.2016 Hora:8:00:00 a. m.|HOSPITAL GENERAL DE ENFERMEDADES|1|17.junio.2016 Hora:9:53:41 a. m.|27.mayo.2016 Hora:8:30:00 a. m.
1. Salud e insumos hospitalarios~2. Otros tipos de bienes o servicios|Terminado adjudicado|Q84,000.00|5025141|79839665|2318024|ARRENDAMIENTO DE EQUIPOS HOSPITALARIOS, MSPAS-No. 2016-ROO-CD- 1738.|15.junio.2016 Hora:3:13:43 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|17.junio.2016 Hora:10:00:00 a. m.|HOSPITAL ROOSEVELT|1|17.junio.2016 Hora:3:00:23 p. m.|17.junio.2016 Hora:10:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q214.29|4871367|2475546K|2342855|TUBO ENDOTRAQUEAL DE PVC No. 4, CON ESCALA DE CENTÍMETRO EN CENTÍMETRO,  SIN BALÓN, CON CONECTOR DE 15 MM., LÍNEA RADIOPACA, PUNTA TIPO MURPHY, EMPAQUE INDIVIDUAL, ESTÉRIL, DESCARTABLE. TUBO|13.mayo.2016 Hora:11:34:24 a. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|18.mayo.2016 Hora:8:00:00 a. m.|HOSPITAL DE QUETZALTENANGO|1|17.junio.2016 Hora:11:45:11 a. m.|18.mayo.2016 Hora:8:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q88,100.00|5021200|1700510|2318024|ADQUISICION DE C3 FLUID PACK PARA EQUIPO DE COBAS 121 Y JERINGAS CON HEPARINA, PARA EL HOSPITAL DE SAN BENITO|15.junio.2016 Hora:8:33:34 a. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|17.junio.2016 Hora:8:00:00 a. m.|HOSPITAL DE SAN BENITO|2|17.junio.2016 Hora:9:26:27 a. m.|17.junio.2016 Hora:8:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q85,941.25|4989449|63015528|2342855|543-2016 SPS-465 SERVICIO DIALISIS PERITONEAL CONTINUA AMBULATORIA|07.junio.2016 Hora:6:24:05 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|09.junio.2016 Hora:8:30:00 a. m.|UNIDAD DE CONSULTA EXTERNA DE ENFERMEDADES|1|17.junio.2016 Hora:4:18:00 p. m.|09.junio.2016 Hora:9:00:00 a. m.
1. Papelería y artículos de librería~2. Otros tipos de bienes o servicios|Terminado adjudicado|Q19,950.00|5017416|39677133|16693949|ADQUISICION DE 500 CAJAS CON PROTECTOR PLASTICO TIPO FUNDA, PARA LA SAT GERENCIA REGIONAL OCCIDENTE|14.junio.2016 Hora:3:19:08 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|17.junio.2016 Hora:8:30:00 a. m.|SAT - GERENCIA REGIONAL OCCIDENTE|1|17.junio.2016 Hora:4:32:57 p. m.|17.junio.2016 Hora:9:00:00 a. m.
Limpieza, fumigación y artículos afines|Terminado adjudicado|Q16,000.00|4928911|3348873|3377725|Toallas para trapeador, vea bases. (F56 2275 od)|25.mayo.2016 Hora:2:12:32 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|27.mayo.2016 Hora:8:00:00 a. m.|DEPARTAMENTO DE ADQUISICIONES DE BIENES Y SERVICIOS|1|17.junio.2016 Hora:10:49:12 a. m.|27.mayo.2016 Hora:8:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q23,974.02|4999061|7477279|2342855|BROMOPRIDA, CAPSULA DE 10 MG. COD. IGSS 1992.|09.junio.2016 Hora:6:59:41 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|15.junio.2016 Hora:8:30:00 a. m.|HOSPITAL DE RETALHULEU|1|17.junio.2016 Hora:4:11:16 p. m.|15.junio.2016 Hora:9:00:00 a. m.
Otros tipos de bienes o servicios|Terminado adjudicado|Q5,062.50|4984196|26694948|2342855|SERVICIO DE DOSIMETRIA,  CORRESPONDIENTE A LOS MESES DE JUNIO A DICIEMBRE 2016|07.junio.2016 Hora:3:13:33 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|10.junio.2016 Hora:2:00:00 p. m.|POLICLINICA|1|17.junio.2016 Hora:11:12:11 a. m.|10.junio.2016 Hora:2:30:00 p. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q17,767.86|4817613|7593589|2342855|SET DE MATERIAL DE FIJACION    PRES 2937/2016|03.mayo.2016 Hora:3:08:34 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|05.mayo.2016 Hora:8:00:00 a. m.|HOSPITAL GENERAL DE ACCIDENTES CEIBAL|1|17.junio.2016 Hora:6:14:19 p. m.|05.mayo.2016 Hora:8:30:00 a. m.
Otros tipos de bienes o servicios|Terminado adjudicado|Q88,500.00|5003873|8246084|4144139|01 Bomba sumergible de 30 HP, 600 Gpm con Motor sumergible  de 30 HP ,3450 rpm, 460 voltios, un Panel de protección, una limpieza de pozo|10.junio.2016 Hora:2:00:02 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|14.junio.2016 Hora:10:00:00 a. m.|DEPARTAMENTO DE COMPRAS|1|17.junio.2016 Hora:5:19:47 p. m.|14.junio.2016 Hora:10:30:00 a. m.
Construcción y materiales afines|Terminado adjudicado|Q17,342.25|5019559|37227114|3225399|108 Tintas Canon, 2 Tóner Sharp, 9  Tinta y toner HP Y 10 tintas Epson|14.junio.2016 Hora:4:53:42 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|17.junio.2016 Hora:10:00:00 a. m.|DIRECCIÓN DEPARTAMENTAL DE QUETZALTENANGO|18|17.junio.2016 Hora:12:14:07 p. m.|17.junio.2016 Hora:10:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q53.57|4857763|2475546K|2342855|TUBO ENDOTRAQUEAL DE PVC No. 3.5 CON ESCALA DE CENTÍMETRO EN CENTÍMETRO, SIN BALÓN, CON CONECTOR DE 15 MM., LÍNEA RADIOPACA, PUNTA TIPO MURPHY, EMPAQUE INDIVIDUAL, ESTÉRIL,DESCARTABLE.|12.mayo.2016 Hora:10:09:20 a. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|16.mayo.2016 Hora:8:00:00 a. m.|HOSPITAL DE QUETZALTENANGO|1|17.junio.2016 Hora:9:23:33 a. m.|16.mayo.2016 Hora:8:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q348.75|4854764|47912677|2342855|SUTURA NO ABSORBIBLE SINTÉTICA MONOFILAMENTO No. 2-0,  AGUJA CURVA, 1/2 CÍRCULO, PUNTA CÓNICA CILÍNDRICA. 2.4.0.1.1. (36 MM). EMPAQUE INDIVIDUAL, ESTÉRIL, LIBRE DE PIRÓGENOS, LARGO DE HEBRA MÍNIMO...|12.mayo.2016 Hora:9:55:24 a. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|16.mayo.2016 Hora:8:00:00 a. m.|HOSPITAL DE QUETZALTENANGO|1|17.junio.2016 Hora:11:25:30 a. m.|16.mayo.2016 Hora:8:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q17,560.71|4983440|22930418|2342855|526-2016 ESPECIFICACIONES TÉCNICAS DE RESONANCIA MAGNETICA CONVENCIONAL PIERNA DERECHA|06.junio.2016 Hora:4:59:31 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|08.junio.2016 Hora:8:30:00 a. m.|UNIDAD DE CONSULTA EXTERNA DE ENFERMEDADES|1|17.junio.2016 Hora:3:38:32 p. m.|08.junio.2016 Hora:9:00:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q1,575.00|4826027|7593589|2342855|SET DE MATERIAL DE FIJACION    PRES2003/2016|04.mayo.2016 Hora:3:42:02 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|06.mayo.2016 Hora:8:00:00 a. m.|HOSPITAL GENERAL DE ACCIDENTES CEIBAL|1|17.junio.2016 Hora:10:03:01 p. m.|06.mayo.2016 Hora:8:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q37,800.00|5018870|74070061|2318024|Cisplatino  solución inyectable 1mg/ml vial 50 mg  (Presentar estudios de eficacia y seguridad)|14.junio.2016 Hora:3:57:49 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|16.junio.2016 Hora:8:00:00 a. m.|HOSPITAL GENERAL SAN JUAN DE DIOS|1|17.junio.2016 Hora:3:11:37 p. m.|16.junio.2016 Hora:8:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q65,571.43|4993853|42428009|2342855|553-2016 SPS-465 SERVICIO DE HEMODIALISIS|08.junio.2016 Hora:3:55:26 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|10.junio.2016 Hora:8:30:00 a. m.|UNIDAD DE CONSULTA EXTERNA DE ENFERMEDADES|1|17.junio.2016 Hora:4:58:05 p. m.|10.junio.2016 Hora:9:00:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q290.18|4871316|41274989|2342855|"JERSEY TUBULAR DE 2""  DE ANCHO, ROLLO DE 22 A 24 MTS. DE LONGITUD"|13.mayo.2016 Hora:11:30:23 a. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|18.mayo.2016 Hora:8:00:00 a. m.|HOSPITAL DE QUETZALTENANGO|1|17.junio.2016 Hora:9:25:54 a. m.|18.mayo.2016 Hora:8:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q1,629.46|4822900|22341102|2342855|SET DE MATERIAL DE FIJACION    PRES 2944/2016|04.mayo.2016 Hora:2:31:30 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|06.mayo.2016 Hora:8:00:00 a. m.|HOSPITAL GENERAL DE ACCIDENTES CEIBAL|1|17.junio.2016 Hora:8:46:38 p. m.|06.mayo.2016 Hora:8:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q12,276.79|4809467|78215358|2342855|TUBO DE VIDRIO RESISTENTE AL CALOR DE 12X75MM (TUBO DE ENSAYO DE VIDRIO DE 12 X 75MM).TUBO. (J-0686 BANCO DE SANGRE)|29.abril.2016 Hora:10:11:43 a. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|03.mayo.2016 Hora:11:30:00 a. m.|HOSPITAL GENERAL DE ACCIDENTES CEIBAL|1|17.junio.2016 Hora:6:11:36 p. m.|03.mayo.2016 Hora:12:00:00 p. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q675.00|4998766|41296184|2342855|ALBENDAZOL, SUSPENSIÓN 200 MG / 5 ML FRASCO 10 ML. COD. IGSS 69.|09.junio.2016 Hora:6:52:08 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|13.junio.2016 Hora:8:30:00 a. m.|HOSPITAL DE RETALHULEU|1|17.junio.2016 Hora:3:58:32 p. m.|13.junio.2016 Hora:9:00:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q2,861.61|4817974|22341102|2342855|Set de material de fijación, Presolicitud 2942/2016.|03.mayo.2016 Hora:3:06:23 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|05.mayo.2016 Hora:8:00:00 a. m.|HOSPITAL GENERAL DE ACCIDENTES CEIBAL|1|17.junio.2016 Hora:5:34:52 p. m.|05.mayo.2016 Hora:8:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q81,352.00|4942566|22345388|2342855|LISTADO No. 2664-2016 (CODIGO 10011)|27.mayo.2016 Hora:2:56:19 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|06.junio.2016 Hora:8:00:00 a. m.|UNIDAD DE CONSULTA EXTERNA DE ENFERMEDADES|1|17.junio.2016 Hora:10:58:17 a. m.|06.junio.2016 Hora:8:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q3,571.43|4868706|41274989|2342855|"VENDA ELASTICA DE 4"" X 5 YDS, DE ALGODÓN O POLIESTER, CON FILAMENTO DE LATEX, GANCHOS METALICOS PARA FIJACION, NO EMPAQUE INDIVIDUAL, ESTERIL. ROLLO"|13.mayo.2016 Hora:11:24:48 a. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|18.mayo.2016 Hora:8:00:00 a. m.|HOSPITAL DE QUETZALTENANGO|1|17.junio.2016 Hora:9:40:03 a. m.|18.mayo.2016 Hora:8:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q32,366.07|4989066|22930418|2342855|531-2016 TOMOGRAFÍA COMPUTARIZADA HELICOIDAL EN TERCERA DIMENSION (3D) HEPATICA|07.junio.2016 Hora:6:14:09 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|09.junio.2016 Hora:8:30:00 a. m.|UNIDAD DE CONSULTA EXTERNA DE ENFERMEDADES|1|17.junio.2016 Hora:3:09:25 p. m.|09.junio.2016 Hora:9:00:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q85,286.88|4993497|63015528|2342855|544-2016 SPS-465 SERVICIO DIALISIS PERITONEAL CONTINUA AMBULATORIA|08.junio.2016 Hora:3:49:54 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|10.junio.2016 Hora:8:30:00 a. m.|UNIDAD DE CONSULTA EXTERNA DE ENFERMEDADES|1|17.junio.2016 Hora:4:20:02 p. m.|10.junio.2016 Hora:9:00:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q123.75|5006910|4751124|2342855|25  - CIPROFLOXACINA, SOLUCIÓN OFTÁLMICA 0.3 %, FRASCO GOTERO 5 ML . C-2030|11.junio.2016 Hora:2:13:11 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|15.junio.2016 Hora:8:00:00 a. m.|HOSPITAL DEPARTAMENTAL PUERTO BARRIOS, IZABAL|1|17.junio.2016 Hora:4:05:46 p. m.|15.junio.2016 Hora:8:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q50,844.00|4968344|82573123|2318024|Sabanas descartables para cadáver PARA HOSPITAL GENERAL SAN JUAN DE DIOS|02.junio.2016 Hora:3:36:05 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|06.junio.2016 Hora:8:00:00 a. m.|HOSPITAL GENERAL SAN JUAN DE DIOS|1|17.junio.2016 Hora:12:05:34 p. m.|06.junio.2016 Hora:8:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q2,828.25|5013917|41296184|2342855|COD. 77 Aciclovir, Polvo para suspensión 200 mg/5 ml frasco 125 ml. anexar inscripcion de guatecompras, registro sanitario vigente y cotizacion, segunda programacion cuatrimestral 2016.|14.junio.2016 Hora:10:59:26 a. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|16.junio.2016 Hora:10:00:00 a. m.|HOSPITAL DE ESCUINTLA|1|17.junio.2016 Hora:11:41:46 a. m.|16.junio.2016 Hora:10:30:00 a. m.
Muebles y mobiliario de oficina|Terminado adjudicado|Q39,980.00|5016541|4863461|3377946|ADQUISICIÓN DE FOTOCOPIADORA|14.junio.2016 Hora:5:40:28 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|17.junio.2016 Hora:10:00:00 a. m.|UNIDAD COMPRADORA DE LIMITES Y AGUAS INTERNACIONALES|1|17.junio.2016 Hora:4:26:46 p. m.|17.junio.2016 Hora:10:30:00 a. m.
1. Construcción y materiales afines~2. Otros tipos de bienes o servicios|Terminado adjudicado|Q8,400.00|4847121|5043530|2318024|ADQUISICIÓN DE PUERTAS DE METAL Y VIDRIO.|03.junio.2016 Hora:1:27:41 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|07.junio.2016 Hora:10:00:00 a. m.|HOSPITAL DE SAN VICENTE|2|17.junio.2016 Hora:2:31:19 p. m.|07.junio.2016 Hora:10:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q5,492.50|4827333|320811|2342855|"VENDA DE YESO DE 6"" X  4 A 5 YDS, DE FRAGUADO RAPIDO. VENDAS CUBIERTAS UNIFORMEMENTE POR CAPAS POROSAS DE YESO CALCINADO (CASO4 1/2 H20).   EMPAQUE INDIVIDUAL, HERMÉTICO. ROLLO"|10.mayo.2016 Hora:10:45:29 a. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|16.mayo.2016 Hora:8:00:00 a. m.|HOSPITAL DE QUETZALTENANGO|1|17.junio.2016 Hora:9:43:00 a. m.|16.mayo.2016 Hora:8:30:00 a. m.
Construcción y materiales afines|Terminado adjudicado|Q249,600.00|4918851|3427889|86349643|MEJORAMIENTO CANCHA POLIDEPORTIVA CON TECHADO, ESCUELA PRIMARIA CASERIO PUEBLO NUEVO, LA BLANCA, SAN MARCOS|03.junio.2016 Hora:11:34:08 a. m.|Cotización (Art. 38 LCE)|Sólo en papel.|16.junio.2016 Hora:2:00:00 p. m.|MUNICIPALIDAD DE LA BLANCA, SAN MARCOS|1|17.junio.2016 Hora:1:56:34 p. m.|16.junio.2016 Hora:2:30:00 p. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q696.43|5002087|1204076|2342855|COD. 167	ERITROMICINA, UNGÜENTO OFTÁLMICO 0.5 %, TUBO DE 3 G - 5 G|10.junio.2016 Hora:1:41:06 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|14.junio.2016 Hora:8:00:00 a. m.|UNIDAD PERIFERICA ZONA 11|1|17.junio.2016 Hora:4:18:04 p. m.|14.junio.2016 Hora:8:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q1,280.00|4819632|35460180|2342855|SET DE MATERIAL DE FIJACION    PRES 2958/2016|03.mayo.2016 Hora:3:33:15 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|05.mayo.2016 Hora:8:00:00 a. m.|HOSPITAL GENERAL DE ACCIDENTES CEIBAL|1|17.junio.2016 Hora:6:51:19 p. m.|05.mayo.2016 Hora:8:30:00 a. m.
1. Construcción y materiales afines~2. Papelería y artículos de librería~3. Otros tipos de bienes o servicios|Terminado adjudicado|Q6,451.20|4998995|13795244|2492334|COJINETES 6000/9.5|09.junio.2016 Hora:3:19:44 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|13.junio.2016 Hora:10:00:00 a. m.|DIRECCIÓN GENERAL DEL DIARIO DE CENTRO AMERICA Y TIPOGRAFÍA NACIONAL|1|17.junio.2016 Hora:2:02:10 p. m.|13.junio.2016 Hora:10:30:00 a. m.
1. Computación y telecomunicaciones~2. Muebles y mobiliario de oficina~3. Otros tipos de bienes o servicios|Terminado adjudicado|Q111,622.00|4644441|4863461|23714859|COTIZACIÓN PÚBLICA 03-2016. ARRENDAMIENTO, SIN OPCIÓN A COMPRA, DE IMPRESORAS MULTIFUNCIONALES CON SERVICIO DE COPIADO Y ESCÁNER PARA USO EN LA SAAS|11.mayo.2016 Hora:5:14:37 p. m.|Cotización (Art. 38 LCE)|Sólo en papel.|03.junio.2016 Hora:10:00:00 a. m.|SECRETARIA DE ASUNTOS ADMINISTRATIVOS Y SEGURIDAD -SAAS-|2|17.junio.2016 Hora:1:33:22 p. m.|03.junio.2016 Hora:10:30:00 a. m.
1. Salud e insumos hospitalarios~2. Otros tipos de bienes o servicios|Terminado adjudicado|Q53,558.04|4923200|4556984|2342855|EVENTO 2754/2016. SET DE CURACIÓN MEDIANO, IMPREGNADO DE PLATA PARA SISTEMA PRESION NEGATIVA CONSISTENTE EN: 1 ESPONJA DE POLIURETANO IMPREGNADA DE PLATA DE 18 X 12.5 X 3.3 CM, 2 APÓSITOS ADHERIBLESY|25.mayo.2016 Hora:8:11:26 a. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|27.mayo.2016 Hora:8:00:00 a. m.|HOSPITAL GENERAL DE ENFERMEDADES|1|17.junio.2016 Hora:9:56:37 a. m.|27.mayo.2016 Hora:8:30:00 a. m.
1. Computación y telecomunicaciones~2. Papelería y artículos de librería~3. Transporte, repuestos y combustibles~4. Otros tipos de bienes o servicios|Terminado adjudicado|Q21,500.00|4878485|64107310|3378284|Adquisición de 2 válvulas de presión; Tipo: Pinza; Material: Plástico; Uso: Perforadora wista; Vías: 3/2.|16.mayo.2016 Hora:2:14:46 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|24.mayo.2016 Hora:8:30:00 a. m.|TALLER NACIONAL DE GRABADOS EN ACERO|1|17.junio.2016 Hora:2:28:21 p. m.|24.mayo.2016 Hora:9:00:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q5,702.10|5006767|4751124|2342855|6870 -DICLORHIDRATO DE TRIMETAZIDINA, TABLETA . C-1126|11.junio.2016 Hora:2:03:57 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|15.junio.2016 Hora:8:00:00 a. m.|HOSPITAL DEPARTAMENTAL PUERTO BARRIOS, IZABAL|1|17.junio.2016 Hora:3:22:42 p. m.|15.junio.2016 Hora:8:30:00 a. m.
1. Limpieza, fumigación y artículos afines~2. Otros tipos de bienes o servicios|Terminado adjudicado|Q16,598.40|4994167|88729508|2492334|Productos de limpieza.|08.junio.2016 Hora:5:21:23 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|10.junio.2016 Hora:8:00:00 a. m.|DIRECCION GENERAL DE INTELIGENCIA CIVIL|17|17.junio.2016 Hora:3:25:30 p. m.|10.junio.2016 Hora:8:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q6,924.11|5001935|77190513|2342855|COD. 78	FAMCICLOVIR  TABLETA  250 MG.|10.junio.2016 Hora:3:40:14 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|14.junio.2016 Hora:8:00:00 a. m.|UNIDAD PERIFERICA ZONA 11|1|17.junio.2016 Hora:4:07:37 p. m.|14.junio.2016 Hora:8:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q535.71|4987837|22339655|2342855|pedido 1575 codigo 323 PREDNISONA TABLETA DE 50 MG|08.junio.2016 Hora:8:58:13 a. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|13.junio.2016 Hora:8:00:00 a. m.|POLICLINICA|1|17.junio.2016 Hora:11:17:58 a. m.|13.junio.2016 Hora:8:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q1,268.75|5006953|84449497|2342855|29   -  PODOFILINA EN RESINA DE BENJUI, SOLUCIÓN  25 %, FRASCO 5 ML.  C-1355|11.junio.2016 Hora:2:15:51 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|15.junio.2016 Hora:8:00:00 a. m.|HOSPITAL DEPARTAMENTAL PUERTO BARRIOS, IZABAL|1|17.junio.2016 Hora:3:27:11 p. m.|15.junio.2016 Hora:8:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q39,441.96|5000874|7477279|2342855|ALBÚMINA HUMANA, SOLUCIÓN INYECTABLE 25%, BOLSA PLÁSTICA FLEXIBLE GALAXY DE 50 ML. COD. IGSS 656.|09.junio.2016 Hora:7:12:07 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|15.junio.2016 Hora:8:30:00 a. m.|HOSPITAL DE RETALHULEU|1|17.junio.2016 Hora:4:10:07 p. m.|15.junio.2016 Hora:9:00:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q217.86|5002230|1204076|2342855|COD. 225	ACEITE DE RICINO ACEITE, FRASCO DE 30 ML.|10.junio.2016 Hora:1:46:52 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|14.junio.2016 Hora:8:00:00 a. m.|UNIDAD PERIFERICA ZONA 11|1|17.junio.2016 Hora:4:08:50 p. m.|14.junio.2016 Hora:8:30:00 a. m.
